deviceDeploymentID,deviceID,deviceType,deviceDescription,deviceExtra,pollutant,units,dataIngestSource,dataIngestURL,dataIngestUnitID,dataIngestExtra,dataIngestDescription,locationID,locationName,longitude,latitude,elevation,countryCode,stateCode,countyName,timezone,houseNumber,street,city,zip,AQSID,fullAQSID,airnow_stationID,airnow_parameterName,airnow_monitorType,airnow_siteCode,airnow_status,airnow_agencyID,airnow_agencyName,airnow_EPARegion,airnow_GMTOffsetHours,airnow_CBSA_ID,airnow_CBSA_Name,airnow_stateAQSCode,airnow_countyAQSCode,airnow_MSAName,address,wrcc_type,wrcc_serialNumber,wrcc_monitorName,wrcc_monitorType,deploymentType
aaef057f3e4d83c4_wrcc.s139,wrcc.s139,ESAM,,,PM2.5,UG/M3,WRCC,https://wrcc.dri.edu/cgi-bin/wea_list2.pl,s139,,,aaef057f3e4d83c4,Smoke USFS R1-39,-114.090889,46.513508,1014,US,MT,Ravalli,America/Denver,,Eastside Highway,,59870,,,,,,,,,,,,,,,,,"Eastside Highway, Stevensville, Ravalli County, MT 59870, United States of America",9,12939,Smoke USFS R1-39,ESAM,Temporary
